,degree
Acris_crepitans.ASV2608,1
Acris_crepitans.ASV261,1
Acris_crepitans.ASV2610,1
Acris_crepitans.ASV2613,1
Acris_crepitans.ASV2614,1
Acris_crepitans.ASV2615,1
Acris_crepitans.ASV2631,1
Acris_crepitans.ASV2657,1
Acris_crepitans.ASV2659,1
Acris_crepitans.ASV2669,1
Acris_crepitans.ASV2673,1
Acris_crepitans.ASV2675,1
Acris_crepitans.ASV2676,1
Acris_crepitans.ASV2677,1
Acris_crepitans.ASV2678,1
Acris_crepitans.ASV2679,1
Acris_crepitans.ASV2685,1
Acris_crepitans.ASV2688,1
Acris_crepitans.ASV2693,1
Acris_crepitans.ASV27,1
Acris_crepitans.ASV2706,1
Acris_crepitans.ASV2710,1
Acris_crepitans.ASV2717,1
Acris_crepitans.ASV2733,1
Acris_crepitans.ASV2735,1
Acris_crepitans.ASV2736,1
Acris_crepitans.ASV2737,1
Acris_crepitans.ASV2748,1
Acris_crepitans.ASV276,1
Acris_crepitans.ASV2786,1
Acris_crepitans.ASV279,1
Acris_crepitans.ASV2793,1
Acris_crepitans.ASV2794,1
Acris_crepitans.ASV2795,1
Acris_crepitans.ASV2797,1
Acris_crepitans.ASV28,1
Acris_crepitans.ASV2820,1
Acris_crepitans.ASV2822,1
Acris_crepitans.ASV2842,1
Acris_crepitans.ASV2847,1
Acris_crepitans.ASV285,1
Acris_crepitans.ASV2865,1
Acris_crepitans.ASV2881,1
Acris_crepitans.ASV2882,1
Acris_crepitans.ASV2885,1
Acris_crepitans.ASV2892,1
Acris_crepitans.ASV2917,1
Acris_crepitans.ASV2926,1
Acris_crepitans.ASV2927,1
Acris_crepitans.ASV2928,1
Acris_crepitans.ASV2931,1
Acris_crepitans.ASV2960,1
Acris_crepitans.ASV2988,1
Acris_crepitans.ASV299,1
Acris_crepitans.ASV2990,1
Acris_crepitans.ASV3001,1
Acris_crepitans.ASV301,1
Acris_crepitans.ASV303,1
Acris_crepitans.ASV3038,1
Acris_crepitans.ASV3039,1
Acris_crepitans.ASV304,1
Acris_crepitans.ASV3056,1
Acris_crepitans.ASV3061,1
Acris_crepitans.ASV3062,1
Acris_crepitans.ASV3082,1
Acris_crepitans.ASV309,1
Acris_crepitans.ASV31,1
Acris_crepitans.ASV3101,1
Acris_crepitans.ASV3117,1
Acris_crepitans.ASV313,1
Acris_crepitans.ASV3130,1
Acris_crepitans.ASV3131,1
Acris_crepitans.ASV3132,1
Acris_crepitans.ASV3159,1
Acris_crepitans.ASV3164,1
Acris_crepitans.ASV317,1
Acris_crepitans.ASV3178,1
Acris_crepitans.ASV3180,1
Acris_crepitans.ASV3190,1
Acris_crepitans.ASV3193,1
Acris_crepitans.ASV320,1
Acris_crepitans.ASV3217,1
Acris_crepitans.ASV3218,1
Acris_crepitans.ASV3226,1
Acris_crepitans.ASV3227,1
Acris_crepitans.ASV323,1
Acris_crepitans.ASV3234,1
Acris_crepitans.ASV326,1
Acris_crepitans.ASV3276,1
Acris_crepitans.ASV328,1
Acris_crepitans.ASV3282,1
Acris_crepitans.ASV3294,1
Acris_crepitans.ASV3295,1
Acris_crepitans.ASV330,1
Acris_crepitans.ASV3313,1
Acris_crepitans.ASV3314,1
Acris_crepitans.ASV3315,1
Acris_crepitans.ASV3316,1
Acris_crepitans.ASV3317,1
Acris_crepitans.ASV3348,1
Acris_crepitans.ASV3355,1
Acris_crepitans.ASV3362,1
Acris_crepitans.ASV3363,1
Acris_crepitans.ASV338,1
Acris_crepitans.ASV3387,1
Acris_crepitans.ASV340,1
Acris_crepitans.ASV3400,1
Acris_crepitans.ASV3401,1
Acris_crepitans.ASV341,1
Acris_crepitans.ASV3414,1
Acris_crepitans.ASV3415,1
Acris_crepitans.ASV3416,1
Acris_crepitans.ASV342,1
Acris_crepitans.ASV3420,1
Acris_crepitans.ASV3421,1
Acris_crepitans.ASV3422,1
Acris_crepitans.ASV3423,1
Acris_crepitans.ASV3424,1
Acris_crepitans.ASV343,1
Acris_crepitans.ASV3446,1
Acris_crepitans.ASV3469,1
Acris_crepitans.ASV3477,1
Acris_crepitans.ASV3485,1
Acris_crepitans.ASV3489,1
Acris_crepitans.ASV3505,1
Acris_crepitans.ASV3507,1
Acris_crepitans.ASV3509,1
Acris_crepitans.ASV3519,1
Acris_crepitans.ASV3520,1
Acris_crepitans.ASV3521,1
Acris_crepitans.ASV3522,1
Acris_crepitans.ASV3524,1
Acris_crepitans.ASV3554,1
Acris_crepitans.ASV356,1
Acris_crepitans.ASV3571,1
Acris_crepitans.ASV3609,1
Acris_crepitans.ASV361,1
Acris_crepitans.ASV3610,1
Acris_crepitans.ASV3623,1
Acris_crepitans.ASV3624,1
Acris_crepitans.ASV3626,1
Acris_crepitans.ASV3627,1
Acris_crepitans.ASV3628,1
Acris_crepitans.ASV364,1
Acris_crepitans.ASV3661,1
Acris_crepitans.ASV3669,1
Acris_crepitans.ASV368,1
Acris_crepitans.ASV3723,1
Acris_crepitans.ASV3724,1
Acris_crepitans.ASV3725,1
Acris_crepitans.ASV3726,1
Acris_crepitans.ASV374,1
Acris_crepitans.ASV3741,1
Acris_crepitans.ASV3742,1
Acris_crepitans.ASV3743,1
Acris_crepitans.ASV3744,1
Acris_crepitans.ASV3745,1
Acris_crepitans.ASV3746,1
Acris_crepitans.ASV375,1
Acris_crepitans.ASV3750,1
Acris_crepitans.ASV3751,1
Acris_crepitans.ASV3770,1
Acris_crepitans.ASV382,1
Acris_crepitans.ASV3823,1
Acris_crepitans.ASV3837,1
Acris_crepitans.ASV3838,1
Acris_crepitans.ASV385,1
Acris_crepitans.ASV3860,1
Acris_crepitans.ASV3862,1
Acris_crepitans.ASV3863,1
Acris_crepitans.ASV3864,1
Acris_crepitans.ASV3865,1
Acris_crepitans.ASV3882,1
Acris_crepitans.ASV3890,1
Acris_crepitans.ASV390,1
Acris_crepitans.ASV391,1
Acris_crepitans.ASV393,1
Acris_crepitans.ASV3945,1
Acris_crepitans.ASV3950,1
Acris_crepitans.ASV3964,1
Acris_crepitans.ASV398,1
Acris_crepitans.ASV3993,1
Acris_crepitans.ASV400,1
Acris_crepitans.ASV4000,1
Acris_crepitans.ASV4006,1
Acris_crepitans.ASV4007,1
Acris_crepitans.ASV4008,1
Acris_crepitans.ASV4009,1
Acris_crepitans.ASV4010,1
Acris_crepitans.ASV4011,1
Acris_crepitans.ASV404,1
Acris_crepitans.ASV4058,1
Acris_crepitans.ASV4063,1
Acris_crepitans.ASV41,1
Acris_crepitans.ASV412,1
Acris_crepitans.ASV4136,1
Acris_crepitans.ASV4137,1
Acris_crepitans.ASV4138,1
Acris_crepitans.ASV4139,1
Acris_crepitans.ASV4140,1
Acris_crepitans.ASV4141,1
Acris_crepitans.ASV415,1
Acris_crepitans.ASV416,1
Acris_crepitans.ASV4169,1
Acris_crepitans.ASV4184,1
Acris_crepitans.ASV422,1
Acris_crepitans.ASV4224,1
Acris_crepitans.ASV4235,1
Acris_crepitans.ASV4258,1
Acris_crepitans.ASV4259,1
Acris_crepitans.ASV4260,1
Acris_crepitans.ASV4283,1
Acris_crepitans.ASV4290,1
Acris_crepitans.ASV4291,1
Acris_crepitans.ASV4292,1
Acris_crepitans.ASV4293,1
Acris_crepitans.ASV4295,1
Acris_crepitans.ASV4296,1
Acris_crepitans.ASV43,1
Acris_crepitans.ASV432,1
Acris_crepitans.ASV433,1
Acris_crepitans.ASV437,1
Acris_crepitans.ASV438,1
Acris_crepitans.ASV4419,1
Acris_crepitans.ASV4421,1
Acris_crepitans.ASV4422,1
Acris_crepitans.ASV443,1
Acris_crepitans.ASV4445,1
Acris_crepitans.ASV4447,1
Acris_crepitans.ASV4448,1
Acris_crepitans.ASV4449,1
Acris_crepitans.ASV4450,1
Acris_crepitans.ASV4451,1
Acris_crepitans.ASV4452,1
Acris_crepitans.ASV4453,1
Acris_crepitans.ASV448,1
Acris_crepitans.ASV4559,1
Acris_crepitans.ASV458,1
Acris_crepitans.ASV4603,1
Acris_crepitans.ASV4604,1
Acris_crepitans.ASV4605,1
Acris_crepitans.ASV461,1
Acris_crepitans.ASV4632,1
Acris_crepitans.ASV4633,1
Acris_crepitans.ASV4634,1
Acris_crepitans.ASV4635,1
Acris_crepitans.ASV4636,1
Acris_crepitans.ASV4637,1
Acris_crepitans.ASV4638,1
Acris_crepitans.ASV4672,1
Acris_crepitans.ASV4696,1
Acris_crepitans.ASV4701,1
Acris_crepitans.ASV4711,1
Acris_crepitans.ASV4733,1
Acris_crepitans.ASV474,1
Acris_crepitans.ASV476,1
Acris_crepitans.ASV4775,1
Acris_crepitans.ASV48,1
Acris_crepitans.ASV4801,1
Acris_crepitans.ASV4802,1
Acris_crepitans.ASV4803,1
Acris_crepitans.ASV4804,1
Acris_crepitans.ASV4818,1
Acris_crepitans.ASV482,1
Acris_crepitans.ASV4837,1
Acris_crepitans.ASV4838,1
Acris_crepitans.ASV4839,1
Acris_crepitans.ASV4841,1
Acris_crepitans.ASV4842,1
Acris_crepitans.ASV4843,1
Acris_crepitans.ASV4844,1
Acris_crepitans.ASV4846,1
Acris_crepitans.ASV4847,1
Acris_crepitans.ASV4848,1
Acris_crepitans.ASV485,1
Acris_crepitans.ASV488,1
Acris_crepitans.ASV4895,1
Acris_crepitans.ASV49,1
Acris_crepitans.ASV4905,1
Acris_crepitans.ASV4912,1
Acris_crepitans.ASV494,1
Acris_crepitans.ASV495,1
Acris_crepitans.ASV4968,1
Acris_crepitans.ASV4972,1
Acris_crepitans.ASV4996,1
Acris_crepitans.ASV4997,1
Acris_crepitans.ASV4998,1
Acris_crepitans.ASV4999,1
Acris_crepitans.ASV5000,1
Acris_crepitans.ASV5001,1
Acris_crepitans.ASV502,1
Acris_crepitans.ASV503,1
Acris_crepitans.ASV5035,1
Acris_crepitans.ASV5036,1
Acris_crepitans.ASV5037,1
Acris_crepitans.ASV5038,1
Acris_crepitans.ASV5039,1
Acris_crepitans.ASV5040,1
Acris_crepitans.ASV5041,1
Acris_crepitans.ASV507,1
Acris_crepitans.ASV5120,1
Acris_crepitans.ASV5122,1
Acris_crepitans.ASV516,1
Acris_crepitans.ASV517,1
Acris_crepitans.ASV5170,1
Acris_crepitans.ASV518,1
Acris_crepitans.ASV5208,1
Acris_crepitans.ASV5209,1
Acris_crepitans.ASV5210,1
Acris_crepitans.ASV5211,1
Acris_crepitans.ASV5212,1
Acris_crepitans.ASV5213,1
Acris_crepitans.ASV5214,1
Acris_crepitans.ASV5215,1
Acris_crepitans.ASV5216,1
Acris_crepitans.ASV524,1
Acris_crepitans.ASV5240,1
Acris_crepitans.ASV5252,1
Acris_crepitans.ASV5253,1
Acris_crepitans.ASV5254,1
Acris_crepitans.ASV5256,1
Acris_crepitans.ASV5258,1
Acris_crepitans.ASV5259,1
Acris_crepitans.ASV526,1
Acris_crepitans.ASV5261,1
Acris_crepitans.ASV5262,1
Acris_crepitans.ASV5306,1
Acris_crepitans.ASV5308,1
Acris_crepitans.ASV533,1
Acris_crepitans.ASV535,1
Acris_crepitans.ASV539,1
Acris_crepitans.ASV54,1
Acris_crepitans.ASV543,1
Acris_crepitans.ASV544,1
Acris_crepitans.ASV5454,1
Acris_crepitans.ASV5455,1
Acris_crepitans.ASV5456,1
Acris_crepitans.ASV5457,1
Acris_crepitans.ASV5495,1
Acris_crepitans.ASV5496,1
Acris_crepitans.ASV5497,1
Acris_crepitans.ASV5499,1
Acris_crepitans.ASV5500,1
Acris_crepitans.ASV5501,1
Acris_crepitans.ASV5502,1
Acris_crepitans.ASV5503,1
Acris_crepitans.ASV5518,1
Acris_crepitans.ASV552,1
Acris_crepitans.ASV5550,1
Acris_crepitans.ASV5567,1
Acris_crepitans.ASV558,1
Acris_crepitans.ASV560,1
Acris_crepitans.ASV5633,1
Acris_crepitans.ASV5666,1
Acris_crepitans.ASV570,1
Acris_crepitans.ASV5710,1
Acris_crepitans.ASV5711,1
Acris_crepitans.ASV5712,1
Acris_crepitans.ASV5749,1
Acris_crepitans.ASV5750,1
Acris_crepitans.ASV5751,1
Acris_crepitans.ASV5752,1
Acris_crepitans.ASV5753,1
Acris_crepitans.ASV5755,1
Acris_crepitans.ASV5756,1
Acris_crepitans.ASV579,1
Acris_crepitans.ASV580,1
Acris_crepitans.ASV584,1
Acris_crepitans.ASV5848,1
Acris_crepitans.ASV5885,1
Acris_crepitans.ASV589,1
Acris_crepitans.ASV59,1
Acris_crepitans.ASV590,1
Acris_crepitans.ASV591,1
Acris_crepitans.ASV594,1
Acris_crepitans.ASV5992,1
Acris_crepitans.ASV5993,1
Acris_crepitans.ASV600,1
Acris_crepitans.ASV601,1
Acris_crepitans.ASV602,1
Acris_crepitans.ASV603,1
Acris_crepitans.ASV6059,1
Acris_crepitans.ASV6060,1
Acris_crepitans.ASV6061,1
Acris_crepitans.ASV6062,1
Acris_crepitans.ASV6063,1
Acris_crepitans.ASV6064,1
Acris_crepitans.ASV6066,1
Acris_crepitans.ASV6067,1
Acris_crepitans.ASV6068,1
Acris_crepitans.ASV6069,1
Acris_crepitans.ASV6070,1
Acris_crepitans.ASV608,1
Acris_crepitans.ASV612,1
Acris_crepitans.ASV6144,1
Acris_crepitans.ASV6156,1
Acris_crepitans.ASV6187,1
Acris_crepitans.ASV62,1
Acris_crepitans.ASV620,1
Acris_crepitans.ASV6215,1
Acris_crepitans.ASV624,1
Acris_crepitans.ASV625,1
Acris_crepitans.ASV633,1
Acris_crepitans.ASV6340,1
Acris_crepitans.ASV6341,1
Acris_crepitans.ASV6342,1
Acris_crepitans.ASV6343,1
Acris_crepitans.ASV6344,1
Acris_crepitans.ASV6397,1
Acris_crepitans.ASV6398,1
Acris_crepitans.ASV640,1
Acris_crepitans.ASV6400,1
Acris_crepitans.ASV6401,1
Acris_crepitans.ASV6402,1
Acris_crepitans.ASV6406,1
Acris_crepitans.ASV6407,1
Acris_crepitans.ASV6408,1
Acris_crepitans.ASV6409,1
Acris_crepitans.ASV6410,1
Acris_crepitans.ASV6411,1
Acris_crepitans.ASV6412,1
Acris_crepitans.ASV6413,1
Acris_crepitans.ASV6414,1
Acris_crepitans.ASV6415,1
Acris_crepitans.ASV6416,1
Acris_crepitans.ASV642,1
Acris_crepitans.ASV6484,1
Acris_crepitans.ASV649,1
Acris_crepitans.ASV6512,1
Acris_crepitans.ASV657,1
Acris_crepitans.ASV658,1
Acris_crepitans.ASV6668,1
Acris_crepitans.ASV6669,1
Acris_crepitans.ASV6670,1
Acris_crepitans.ASV6671,1
Acris_crepitans.ASV6672,1
Acris_crepitans.ASV6673,1
Acris_crepitans.ASV6674,1
Acris_crepitans.ASV668,1
Acris_crepitans.ASV6754,1
Acris_crepitans.ASV6755,1
Acris_crepitans.ASV6756,1
Acris_crepitans.ASV6757,1
Acris_crepitans.ASV6758,1
Acris_crepitans.ASV6760,1
Acris_crepitans.ASV6761,1
Acris_crepitans.ASV6763,1
Acris_crepitans.ASV6764,1
Acris_crepitans.ASV6765,1
Acris_crepitans.ASV6766,1
Acris_crepitans.ASV6767,1
Acris_crepitans.ASV6768,1
Acris_crepitans.ASV6769,1
Acris_crepitans.ASV677,1
Acris_crepitans.ASV6771,1
Acris_crepitans.ASV678,1
Acris_crepitans.ASV682,1
Acris_crepitans.ASV683,1
Acris_crepitans.ASV686,1
Acris_crepitans.ASV6890,1
Acris_crepitans.ASV69,1
Acris_crepitans.ASV6925,1
Acris_crepitans.ASV698,1
Acris_crepitans.ASV7,1
Acris_crepitans.ASV703,1
Acris_crepitans.ASV7036,1
Acris_crepitans.ASV706,1
Acris_crepitans.ASV7072,1
Acris_crepitans.ASV7097,1
Acris_crepitans.ASV7098,1
Acris_crepitans.ASV7099,1
Acris_crepitans.ASV7100,1
Acris_crepitans.ASV7101,1
Acris_crepitans.ASV7102,1
Acris_crepitans.ASV7103,1
Acris_crepitans.ASV7104,1
Acris_crepitans.ASV7105,1
Acris_crepitans.ASV7106,1
Acris_crepitans.ASV7107,1
Acris_crepitans.ASV711,1
Acris_crepitans.ASV712,1
Acris_crepitans.ASV713,1
Acris_crepitans.ASV718,1
Acris_crepitans.ASV7180,1
Acris_crepitans.ASV7181,1
Acris_crepitans.ASV7182,1
Acris_crepitans.ASV7184,1
Acris_crepitans.ASV7185,1
Acris_crepitans.ASV7186,1
Acris_crepitans.ASV7187,1
Acris_crepitans.ASV7188,1
Acris_crepitans.ASV7189,1
Acris_crepitans.ASV7191,1
Acris_crepitans.ASV7192,1
Acris_crepitans.ASV7193,1
Acris_crepitans.ASV7194,1
Acris_crepitans.ASV724,1
Acris_crepitans.ASV725,1
Acris_crepitans.ASV731,1
Acris_crepitans.ASV735,1
Acris_crepitans.ASV736,1
Acris_crepitans.ASV738,1
Acris_crepitans.ASV74,1
Acris_crepitans.ASV741,1
Acris_crepitans.ASV742,1
Acris_crepitans.ASV748,1
Acris_crepitans.ASV750,1
Acris_crepitans.ASV751,1
Acris_crepitans.ASV7520,1
Acris_crepitans.ASV7521,1
Acris_crepitans.ASV7522,1
Acris_crepitans.ASV7525,1
Acris_crepitans.ASV7526,1
Acris_crepitans.ASV7527,1
Acris_crepitans.ASV7528,1
Acris_crepitans.ASV7529,1
Acris_crepitans.ASV7530,1
Acris_crepitans.ASV7531,1
Acris_crepitans.ASV7532,1
Acris_crepitans.ASV7533,1
Acris_crepitans.ASV7534,1
Acris_crepitans.ASV7535,1
Acris_crepitans.ASV7536,1
Acris_crepitans.ASV7538,1
Acris_crepitans.ASV7539,1
Acris_crepitans.ASV759,1
Acris_crepitans.ASV760,1
Acris_crepitans.ASV7621,1
Acris_crepitans.ASV7622,1
Acris_crepitans.ASV7623,1
Acris_crepitans.ASV7624,1
Acris_crepitans.ASV7625,1
Acris_crepitans.ASV7627,1
Acris_crepitans.ASV7628,1
Acris_crepitans.ASV7629,1
Acris_crepitans.ASV7630,1
Acris_crepitans.ASV7631,1
Acris_crepitans.ASV7632,1
Acris_crepitans.ASV7634,1
Acris_crepitans.ASV7635,1
Acris_crepitans.ASV7636,1
Acris_crepitans.ASV7637,1
Acris_crepitans.ASV768,1
Acris_crepitans.ASV770,1
Acris_crepitans.ASV772,1
Acris_crepitans.ASV778,1
Acris_crepitans.ASV781,1
Acris_crepitans.ASV784,1
Acris_crepitans.ASV787,1
Acris_crepitans.ASV7919,1
Acris_crepitans.ASV795,1
Acris_crepitans.ASV796,1
Acris_crepitans.ASV7996,1
Acris_crepitans.ASV7998,1
Acris_crepitans.ASV7999,1
Acris_crepitans.ASV800,1
Acris_crepitans.ASV803,1
Acris_crepitans.ASV805,1
Acris_crepitans.ASV8087,1
Acris_crepitans.ASV8088,1
Acris_crepitans.ASV8089,1
Acris_crepitans.ASV809,1
Acris_crepitans.ASV8090,1
Acris_crepitans.ASV8091,1
Acris_crepitans.ASV8092,1
Acris_crepitans.ASV8093,1
Acris_crepitans.ASV8094,1
Acris_crepitans.ASV8095,1
Acris_crepitans.ASV8096,1
Acris_crepitans.ASV8097,1
Acris_crepitans.ASV8098,1
Acris_crepitans.ASV8099,1
Acris_crepitans.ASV810,1
Acris_crepitans.ASV8100,1
Acris_crepitans.ASV8101,1
Acris_crepitans.ASV8103,1
Acris_crepitans.ASV8104,1
Acris_crepitans.ASV811,1
Acris_crepitans.ASV812,1
Acris_crepitans.ASV815,1
Acris_crepitans.ASV817,1
Acris_crepitans.ASV824,1
Acris_crepitans.ASV832,1
Acris_crepitans.ASV834,1
Acris_crepitans.ASV835,1
Acris_crepitans.ASV84,1
Acris_crepitans.ASV842,1
Acris_crepitans.ASV848,1
Acris_crepitans.ASV851,1
Acris_crepitans.ASV8529,1
Acris_crepitans.ASV8531,1
Acris_crepitans.ASV8533,1
Acris_crepitans.ASV8534,1
Acris_crepitans.ASV8535,1
Acris_crepitans.ASV8536,1
Acris_crepitans.ASV8538,1
Acris_crepitans.ASV8540,1
Acris_crepitans.ASV8541,1
Acris_crepitans.ASV8542,1
Acris_crepitans.ASV8543,1
Acris_crepitans.ASV8544,1
Acris_crepitans.ASV8545,1
Acris_crepitans.ASV8546,1
Acris_crepitans.ASV8547,1
Acris_crepitans.ASV856,1
Acris_crepitans.ASV857,1
Acris_crepitans.ASV859,1
Acris_crepitans.ASV86,1
Acris_crepitans.ASV863,1
Acris_crepitans.ASV8639,1
Acris_crepitans.ASV8640,1
Acris_crepitans.ASV8641,1
Acris_crepitans.ASV8644,1
Acris_crepitans.ASV8645,1
Acris_crepitans.ASV8647,1
Acris_crepitans.ASV8649,1
Acris_crepitans.ASV8650,1
Acris_crepitans.ASV8651,1
Acris_crepitans.ASV8652,1
Acris_crepitans.ASV8653,1
Acris_crepitans.ASV8655,1
Acris_crepitans.ASV8656,1
Acris_crepitans.ASV8657,1
Acris_crepitans.ASV8658,1
Acris_crepitans.ASV8661,1
Acris_crepitans.ASV8662,1
Acris_crepitans.ASV8663,1
Acris_crepitans.ASV8664,1
Acris_crepitans.ASV8665,1
Acris_crepitans.ASV8666,1
Acris_crepitans.ASV8667,1
Acris_crepitans.ASV8668,1
Acris_crepitans.ASV87,1
Acris_crepitans.ASV878,1
Acris_crepitans.ASV88,1
Acris_crepitans.ASV8810,1
Acris_crepitans.ASV882,1
Acris_crepitans.ASV883,1
Acris_crepitans.ASV888,1
Acris_crepitans.ASV8883,1
Acris_crepitans.ASV892,1
Acris_crepitans.ASV894,1
Acris_crepitans.ASV897,1
Acris_crepitans.ASV90,1
Acris_crepitans.ASV9013,1
Acris_crepitans.ASV911,1
Acris_crepitans.ASV912,1
Acris_crepitans.ASV9121,1
Acris_crepitans.ASV9122,1
Acris_crepitans.ASV9123,1
Acris_crepitans.ASV9125,1
Acris_crepitans.ASV9127,1
Acris_crepitans.ASV9128,1
Acris_crepitans.ASV9129,1
Acris_crepitans.ASV9130,1
Acris_crepitans.ASV9132,1
Acris_crepitans.ASV9134,1
Acris_crepitans.ASV9135,1
Acris_crepitans.ASV9136,1
Acris_crepitans.ASV9137,1
Acris_crepitans.ASV919,1
Acris_crepitans.ASV923,1
Acris_crepitans.ASV9258,1
Acris_crepitans.ASV926,1
Acris_crepitans.ASV9260,1
Acris_crepitans.ASV9261,1
Acris_crepitans.ASV9262,1
Acris_crepitans.ASV9263,1
Acris_crepitans.ASV9265,1
Acris_crepitans.ASV9267,1
Acris_crepitans.ASV9268,1
Acris_crepitans.ASV9269,1
Acris_crepitans.ASV9270,1
Acris_crepitans.ASV9271,1
Acris_crepitans.ASV9272,1
Acris_crepitans.ASV9273,1
Acris_crepitans.ASV9274,1
Acris_crepitans.ASV9275,1
Acris_crepitans.ASV9276,1
Acris_crepitans.ASV9277,1
Acris_crepitans.ASV9278,1
Acris_crepitans.ASV9279,1
Acris_crepitans.ASV932,1
Acris_crepitans.ASV934,1
Acris_crepitans.ASV94,1
Acris_crepitans.ASV947,1
Acris_crepitans.ASV949,1
Acris_crepitans.ASV954,1
Acris_crepitans.ASV964,1
Acris_crepitans.ASV965,1
Acris_crepitans.ASV967,1
Acris_crepitans.ASV968,1
Acris_crepitans.ASV97,1
Acris_crepitans.ASV972,1
Acris_crepitans.ASV974,1
Acris_crepitans.ASV9743,1
Acris_crepitans.ASV9747,1
Acris_crepitans.ASV9748,1
Acris_crepitans.ASV9749,1
Acris_crepitans.ASV9750,1
Acris_crepitans.ASV9753,1
Acris_crepitans.ASV9754,1
Acris_crepitans.ASV9755,1
Acris_crepitans.ASV9756,1
Acris_crepitans.ASV9758,1
Acris_crepitans.ASV9759,1
Acris_crepitans.ASV9761,1
Acris_crepitans.ASV9856,1
Acris_crepitans.ASV9858,1
Acris_crepitans.ASV986,1
Acris_crepitans.ASV9860,1
Acris_crepitans.ASV9863,1
Acris_crepitans.ASV9865,1
Acris_crepitans.ASV9866,1
Acris_crepitans.ASV9867,1
Acris_crepitans.ASV9868,1
Acris_crepitans.ASV987,1
Acris_crepitans.ASV9870,1
Acris_crepitans.ASV9872,1
Acris_crepitans.ASV9873,1
Acris_crepitans.ASV9874,1
Acris_crepitans.ASV9875,1
Acris_crepitans.ASV989,1
Acris_crepitans.ASV99,1
Acris_crepitans.ASV990,1
Acris_crepitans.ASV993,1
Acris_crepitans.ASV995,1
Acris_crepitans.ASV996,1
Gastrophryne_olivacea.ASV10,1
Gastrophryne_olivacea.ASV1006,1
Gastrophryne_olivacea.ASV10126,1
Gastrophryne_olivacea.ASV10129,1
Gastrophryne_olivacea.ASV10130,1
Gastrophryne_olivacea.ASV10131,1
Gastrophryne_olivacea.ASV10132,1
Gastrophryne_olivacea.ASV10133,1
Gastrophryne_olivacea.ASV10135,1
Gastrophryne_olivacea.ASV10136,1
Gastrophryne_olivacea.ASV10137,1
Gastrophryne_olivacea.ASV10140,1
Gastrophryne_olivacea.ASV10145,1
Gastrophryne_olivacea.ASV10146,1
Gastrophryne_olivacea.ASV10147,1
Gastrophryne_olivacea.ASV10150,1
Gastrophryne_olivacea.ASV1018,1
Gastrophryne_olivacea.ASV1020,1
Gastrophryne_olivacea.ASV1036,1
Gastrophryne_olivacea.ASV1037,1
Gastrophryne_olivacea.ASV104,1
Gastrophryne_olivacea.ASV1055,1
Gastrophryne_olivacea.ASV106,1
Gastrophryne_olivacea.ASV1074,1
Gastrophryne_olivacea.ASV1075,1
Gastrophryne_olivacea.ASV10866,1
Gastrophryne_olivacea.ASV10872,1
Gastrophryne_olivacea.ASV10874,1
Gastrophryne_olivacea.ASV10875,1
Gastrophryne_olivacea.ASV10876,1
Gastrophryne_olivacea.ASV10877,1
Gastrophryne_olivacea.ASV10879,1
Gastrophryne_olivacea.ASV10881,1
Gastrophryne_olivacea.ASV10882,1
Gastrophryne_olivacea.ASV10883,1
Gastrophryne_olivacea.ASV110,1
Gastrophryne_olivacea.ASV1110,1
Gastrophryne_olivacea.ASV1113,1
Gastrophryne_olivacea.ASV112,1
Gastrophryne_olivacea.ASV1125,1
Gastrophryne_olivacea.ASV113,1
Gastrophryne_olivacea.ASV1136,1
Gastrophryne_olivacea.ASV1137,1
Gastrophryne_olivacea.ASV1140,1
Gastrophryne_olivacea.ASV1147,1
Gastrophryne_olivacea.ASV116,1
Gastrophryne_olivacea.ASV11606,1
Gastrophryne_olivacea.ASV11607,1
Gastrophryne_olivacea.ASV11609,1
Gastrophryne_olivacea.ASV11611,1
Gastrophryne_olivacea.ASV11612,1
Gastrophryne_olivacea.ASV11613,1
Gastrophryne_olivacea.ASV11616,1
Gastrophryne_olivacea.ASV11620,1
Gastrophryne_olivacea.ASV1163,1
Gastrophryne_olivacea.ASV1173,1
Gastrophryne_olivacea.ASV1178,1
Gastrophryne_olivacea.ASV1179,1
Gastrophryne_olivacea.ASV118,1
Gastrophryne_olivacea.ASV1180,1
Gastrophryne_olivacea.ASV1205,1
Gastrophryne_olivacea.ASV1210,1
Gastrophryne_olivacea.ASV1211,1
Gastrophryne_olivacea.ASV1221,1
Gastrophryne_olivacea.ASV123,1
Gastrophryne_olivacea.ASV1236,1
Gastrophryne_olivacea.ASV124,1
Gastrophryne_olivacea.ASV1240,1
Gastrophryne_olivacea.ASV125,1
Gastrophryne_olivacea.ASV1255,1
Gastrophryne_olivacea.ASV1262,1
Gastrophryne_olivacea.ASV1263,1
Gastrophryne_olivacea.ASV1265,1
Gastrophryne_olivacea.ASV1287,1
Gastrophryne_olivacea.ASV1311,1
Gastrophryne_olivacea.ASV1312,1
Gastrophryne_olivacea.ASV132,1
Gastrophryne_olivacea.ASV1320,1
Gastrophryne_olivacea.ASV1321,1
Gastrophryne_olivacea.ASV134,1
Gastrophryne_olivacea.ASV1361,1
Gastrophryne_olivacea.ASV1362,1
Gastrophryne_olivacea.ASV1363,1
Gastrophryne_olivacea.ASV1378,1
Gastrophryne_olivacea.ASV1386,1
Gastrophryne_olivacea.ASV1390,1
Gastrophryne_olivacea.ASV1391,1
